participantNum,fileNum,name@STRING,F0semitoneFrom27.5Hz_sma3nz_amean@NUMERIC,F0semitoneFrom27.5Hz_sma3nz_stddevNorm@NUMERIC,F0semitoneFrom27.5Hz_sma3nz_percentile20.0@NUMERIC,F0semitoneFrom27.5Hz_sma3nz_percentile50.0@NUMERIC,F0semitoneFrom27.5Hz_sma3nz_percentile80.0@NUMERIC,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2@NUMERIC,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope@NUMERIC,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope@NUMERIC,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope@NUMERIC,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope@NUMERIC,loudness_sma3_amean@NUMERIC,loudness_sma3_stddevNorm@NUMERIC,loudness_sma3_percentile20.0@NUMERIC,loudness_sma3_percentile50.0@NUMERIC,loudness_sma3_percentile80.0@NUMERIC,loudness_sma3_pctlrange0-2@NUMERIC,loudness_sma3_meanRisingSlope@NUMERIC,loudness_sma3_stddevRisingSlope@NUMERIC,loudness_sma3_meanFallingSlope@NUMERIC,loudness_sma3_stddevFallingSlope@NUMERIC,jitterLocal_sma3nz_amean@NUMERIC,jitterLocal_sma3nz_stddevNorm@NUMERIC,shimmerLocaldB_sma3nz_amean@NUMERIC,shimmerLocaldB_sma3nz_stddevNorm@NUMERIC,HNRdBACF_sma3nz_amean@NUMERIC,HNRdBACF_sma3nz_stddevNorm@NUMERIC,logRelF0-H1-H2_sma3nz_amean@NUMERIC,logRelF0-H1-H2_sma3nz_stddevNorm@NUMERIC,logRelF0-H1-A3_sma3nz_amean@NUMERIC,logRelF0-H1-A3_sma3nz_stddevNorm@NUMERIC,F1frequency_sma3nz_amean@NUMERIC,F1frequency_sma3nz_stddevNorm@NUMERIC,F1bandwidth_sma3nz_amean@NUMERIC,F1bandwidth_sma3nz_stddevNorm@NUMERIC,F1amplitudeLogRelF0_sma3nz_amean@NUMERIC,F1amplitudeLogRelF0_sma3nz_stddevNorm@NUMERIC,F2frequency_sma3nz_amean@NUMERIC,F2frequency_sma3nz_stddevNorm@NUMERIC,F2amplitudeLogRelF0_sma3nz_amean@NUMERIC,F2amplitudeLogRelF0_sma3nz_stddevNorm@NUMERIC,F3frequency_sma3nz_amean@NUMERIC,F3frequency_sma3nz_stddevNorm@NUMERIC,F3amplitudeLogRelF0_sma3nz_amean@NUMERIC,F3amplitudeLogRelF0_sma3nz_stddevNorm@NUMERIC,alphaRatioV_sma3nz_amean@NUMERIC,alphaRatioV_sma3nz_stddevNorm@NUMERIC,hammarbergIndexV_sma3nz_amean@NUMERIC,hammarbergIndexV_sma3nz_stddevNorm@NUMERIC,slopeV0-500_sma3nz_amean@NUMERIC,slopeV0-500_sma3nz_stddevNorm@NUMERIC,slopeV500-1500_sma3nz_amean@NUMERIC,slopeV500-1500_sma3nz_stddevNorm@NUMERIC,alphaRatioUV_sma3nz_amean@NUMERIC,hammarbergIndexUV_sma3nz_amean@NUMERIC,slopeUV0-500_sma3nz_amean@NUMERIC,slopeUV500-1500_sma3nz_amean@NUMERIC,loudnessPeaksPerSec@NUMERIC,VoicedSegmentsPerSec@NUMERIC,MeanVoicedSegmentLengthSec@NUMERIC,StddevVoicedSegmentLengthSec@NUMERIC,MeanUnvoicedSegmentLength@NUMERIC,StddevUnvoicedSegmentLength@NUMERIC,class@NUMERIC
22,5,unknown,21.5789,0.1258663,20.46557,21.98305,23.60572,3.140146,96.00765,105.7581,56.3869,55.75206,1.710283,0.7363672,0.5093977,1.441405,2.784832,2.275434,30.93681,14.63191,28.76121,16.15274,0.05879641,1.731292,1.802307,0.8345097,1.695407,2.387921,3.099239,4.483166,26.89594,0.4657976,558.0114,0.4192204,1277.204,0.1616447,-55.32924,-1.477103,1593.816,0.2109685,-65.14617,-1.157328,2667.645,0.1478589,-70.15237,-1.033761,-17.89971,-0.4108527,26.2067,0.2928815,0.0218146,1.440596,-0.02361625,-0.5706737,-7.959656,16.22885,0.002491125,-0.006311619,3.96687,2.317446,0.3120755,0.249084,0.1083333,0.1266447,
22,6,unknown,21.82801,0.1271185,20.65898,22.22096,23.88068,3.221695,134.9564,233.1028,72.62231,81.00527,1.767504,0.7759776,0.4258546,1.468136,3.001248,2.575393,29.54607,14.35746,28.52952,17.09826,0.06492535,1.596692,1.66239,0.8629709,1.89581,2.271606,3.772458,2.960922,27.04986,0.3517532,552.3271,0.4200745,1275.427,0.1608525,-59.15668,-1.420023,1587.644,0.2130272,-68.84315,-1.122405,2654.53,0.1340987,-73.9015,-1.003025,-17.74286,-0.3984821,26.79972,0.272498,0.02504489,1.273628,-0.02381217,-0.5722883,-8.487986,17.00417,-0.002560725,-0.006048018,3.867849,2.341542,0.300862,0.2836723,0.112963,0.1136862,
22,7,unknown,21.66172,0.1370151,20.82712,22.08694,23.70979,2.882675,103.1551,120.9554,61.63436,79.02821,1.6702,0.7821825,0.406986,1.401,2.719561,2.312575,28.97796,14.20039,26.44616,16.03589,0.05039466,1.509031,1.853175,0.8279823,1.683469,2.502668,5.036887,2.591426,26.41574,0.3269213,543.124,0.4052409,1286.297,0.176238,-57.91029,-1.416798,1578.2,0.2036247,-67.26403,-1.124821,2638.322,0.116631,-71.94038,-1.013027,-17.90938,-0.3983479,26.39377,0.2790747,0.02023892,1.588415,-0.02403586,-0.5755456,-8.046106,16.38484,-0.003137322,-0.007102959,3.993203,2.555366,0.2783333,0.2592114,0.1057692,0.09996818,
22,8,unknown,22.07233,0.1264082,21.3895,22.59029,23.79085,2.40135,145.7334,214.1031,124.3383,225.7402,1.455773,0.7406355,0.393754,1.241164,2.382129,1.988375,25.61089,10.95471,21.23458,11.77211,0.05626656,1.67044,1.788752,0.803575,1.969292,2.27032,6.26532,2.370282,28.83441,0.3683213,525.7702,0.4026,1263.332,0.1702355,-63.45786,-1.356442,1554.72,0.2112727,-73.42657,-1.07682,2650.234,0.1305318,-79.23359,-0.949612,-18.45144,-0.3994254,28.22386,0.2702791,0.02188639,1.510105,-0.02426954,-0.584186,-6.965029,15.69498,-0.003357527,-0.005967437,3.70981,2.560925,0.263871,0.249686,0.1185455,0.1111006,
22,9,unknown,21.5934,0.1255156,20.73147,22.05541,23.49572,2.76425,119.9389,206.5572,60.29935,79.35738,1.331708,0.7294801,0.3856469,1.156489,2.094316,1.708669,23.46346,12.34739,20.91067,12.14735,0.05832272,1.432287,1.75413,0.8194945,1.584144,2.737798,4.140787,2.733293,28.65033,0.351536,556.6033,0.4259142,1298.79,0.1637963,-65.9922,-1.290651,1606.172,0.2052777,-75.3151,-1.038669,2721.994,0.1504298,-80.09526,-0.9387289,-18.27838,-0.4102536,27.70877,0.2757461,0.0159802,2.066054,-0.02330919,-0.624997,-7.947576,16.43256,-0.0007608851,-0.005953704,4.115226,2.721649,0.2466667,0.2296132,0.1095,0.1056161,
23,0,unknown,20.40013,0.295742,14.37356,18.17231,26.8666,12.49304,292.5501,373.1175,147.1761,220.4025,1.218819,0.7513309,0.3464161,1.024633,1.904238,1.557822,21.73086,13.76142,18.90205,12.42004,0.1199204,1.578892,2.328831,0.7385128,0.2138007,23.95342,4.891124,3.87674,29.96367,0.3512248,537.3927,0.3633174,1271.899,0.1593664,-80.26827,-1.133002,1567.467,0.189608,-90.09122,-0.9178056,2661.063,0.1319381,-94.76829,-0.8335115,-19.07627,-0.4009086,28.08235,0.327111,0.02655951,1.314087,-0.02714773,-0.4783929,-6.491807,13.52551,0.0003153915,-0.01083771,4.147031,2.836879,0.2133333,0.2063869,0.122931,0.1203731,
23,1,unknown,21.0368,0.2968737,14.35143,21.84953,27.33848,12.98705,189.8193,222.5053,101.575,111.8474,1.22536,0.7575703,0.3268722,1.048834,1.950229,1.623357,23.12221,13.27882,18.28125,11.08577,0.0947503,1.64004,2.041802,0.7625233,0.4939729,11.03762,5.711199,3.848917,29.92692,0.4029891,531.0191,0.3639427,1279.055,0.170634,-79.9065,-1.123685,1557.06,0.19456,-89.88349,-0.9034736,2634.68,0.1435621,-94.32234,-0.8247576,-18.97639,-0.4253996,27.85191,0.3470273,0.025903,1.364093,-0.02691829,-0.4968054,-6.570943,13.99558,0.001460835,-0.01135868,4.065828,3.44493,0.1725352,0.2128791,0.1055385,0.09369394,
23,2,unknown,21.95978,0.2804076,14.69778,25.3034,27.18082,12.48304,264.7897,210.8719,154.7942,228.8923,1.180577,0.7332335,0.3295057,1.045163,1.882856,1.55335,21.99701,10.36316,18.24959,11.30085,0.07802239,1.727507,2.142268,0.7784018,1.304441,3.768718,5.117056,3.09449,30.23036,0.3101165,549.8984,0.3545049,1259.498,0.1724264,-80.96735,-1.099331,1584.534,0.1999271,-90.6422,-0.8916038,2657.483,0.1443294,-94.77807,-0.8163199,-18.92854,-0.4475351,27.32684,0.3601205,0.02627239,1.33457,-0.02788047,-0.485653,-7.222319,14.90887,-0.001180012,-0.01130741,4.273504,3.43184,0.1744444,0.2043342,0.1045454,0.08246545,
23,3,unknown,22.69375,0.3116838,14.49707,25.54561,27.18863,12.69156,228.8602,180.0007,146.2723,177.7936,1.127215,0.7638841,0.308175,0.9449716,1.79035,1.482175,21.38897,13.08501,17.67457,9.279416,0.07901658,1.715288,1.852943,0.7944207,1.436408,3.774342,6.504561,3.362983,29.81155,0.3937095,539.9518,0.3512881,1293.305,0.1720035,-73.24606,-1.191909,1577.137,0.1902998,-83.06622,-0.9520136,2657.128,0.1340208,-87.09978,-0.870285,-18.52549,-0.4671961,26.79276,0.3832369,0.02698014,1.311045,-0.02734886,-0.5023523,-7.165333,14.27919,-0.0006495534,-0.01114232,3.960857,3.272557,0.1942857,0.2320564,0.1032787,0.1252764,
23,4,unknown,22.09807,0.2886859,14.10108,25.039,26.91677,12.81569,260.3902,245.9713,142.6229,241.8421,1.156279,0.7421432,0.3354732,1.007041,1.812712,1.477239,21.56378,11.54818,17.80094,11.2531,0.09400297,1.722175,1.965238,0.7918093,1.229811,4.109461,5.42056,3.468441,30.37955,0.415365,552.8394,0.3636313,1292.596,0.1657208,-74.82018,-1.172277,1593.502,0.197487,-85.00291,-0.933656,2711.564,0.1410925,-89.28293,-0.852482,-18.93228,-0.4659444,27.61303,0.3744293,0.02542496,1.357631,-0.02882157,-0.5060058,-6.808488,13.8688,-0.002088201,-0.01111316,3.996194,3.290415,0.1898551,0.1898779,0.09626865,0.09307092,
23,5,unknown,22.50242,0.2776138,14.71905,25.75151,27.4921,12.77305,223.0722,189.4387,102.9681,96.82089,1.165047,0.772912,0.2991605,0.9988346,1.903478,1.604318,22.57873,12.62432,18.95154,11.04788,0.08317265,1.790459,2.070003,0.7597784,1.481112,3.459034,6.259583,2.910818,30.48663,0.3507842,558.7159,0.3612999,1259.367,0.1509525,-73.04418,-1.178314,1626.49,0.1925531,-83.37771,-0.9380251,2749.568,0.1329435,-87.57924,-0.857058,-18.66493,-0.4438169,27.24434,0.3525459,0.0268497,1.316991,-0.02795319,-0.4865509,-6.336177,13.56001,-0.002073398,-0.01065928,4.028436,3.467934,0.1834247,0.2470884,0.09257576,0.08751296,
23,6,unknown,23.20674,0.2502774,15.49746,25.77956,27.39674,11.89927,221.964,211.2238,98.32952,103.091,1.177482,0.7377102,0.3321508,1.04885,1.836961,1.504811,20.90688,12.36273,16.65342,9.555912,0.09596129,1.742823,2.050812,0.7637339,1.919196,2.585185,6.156857,2.879284,31.57814,0.3931277,542.5313,0.351275,1275.013,0.1638559,-65.94528,-1.267231,1598.138,0.1914328,-77.18394,-0.9797165,2720.618,0.1396675,-82.39333,-0.8736985,-19.25256,-0.4445161,28.20041,0.3539303,0.02560113,1.346054,-0.02792118,-0.4985581,-6.311025,13.54531,0.0006310279,-0.01090479,3.911735,3.123426,0.2162903,0.2262473,0.09603773,0.1176714,
23,7,unknown,23.35906,0.2782108,15.23507,25.87966,27.56413,12.32906,403.5362,893.8256,114.1055,173.4654,1.171075,0.7447667,0.3226985,1.021902,1.821762,1.499064,22.58739,12.90635,17.92559,11.04751,0.08432958,1.903206,1.852327,0.7762228,1.849453,2.86856,6.464066,3.392403,29.07403,0.4498592,544.9933,0.3610571,1262.765,0.1684425,-67.68253,-1.248622,1586.589,0.1891907,-78.32751,-0.9818212,2683.525,0.1379777,-82.79058,-0.8897048,-18.22529,-0.4590177,26.7567,0.3700333,0.02705928,1.373644,-0.02739951,-0.4892913,-7.241131,14.52151,-0.003139859,-0.01158343,3.869347,3.175403,0.21,0.212476,0.09428571,0.07148569,
23,8,unknown,22.48694,0.2764909,14.75488,25.57612,27.33679,12.58191,262.0055,236.9572,103.0067,165.1983,1.175148,0.7415531,0.3112079,1.047663,1.853807,1.542599,22.00557,11.99339,19.00054,10.29278,0.09508537,1.771446,1.906558,0.8088154,1.559668,3.2111,4.408933,3.051469,31.225,0.3196412,539.8479,0.3750034,1291.746,0.1680514,-73.38026,-1.19214,1569.204,0.1925543,-83.43491,-0.948549,2666.197,0.1398586,-88.59973,-0.8509908,-18.90501,-0.441277,28.09511,0.3483939,0.02857822,1.212219,-0.02716911,-0.5061909,-6.78929,14.13887,-0.003344843,-0.009061029,4.017425,3.304179,0.1919118,0.1985999,0.1027119,0.088103,
23,9,unknown,22.66874,0.2408963,16.23093,24.61037,26.60708,10.37614,206.7967,136.8146,94.29944,144.8482,1.354306,0.7648386,0.3244749,1.213723,2.216482,1.892007,24.11608,13.22722,20.43742,12.02099,0.08506618,1.915998,1.847849,0.8596594,1.917842,2.648669,4.271065,3.889017,32.50357,0.3979421,567.9987,0.3607916,1294.044,0.1691915,-65.32534,-1.268706,1596.287,0.1936618,-76.84124,-0.9755347,2772.834,0.14618,-82.98186,-0.8545002,-19.86419,-0.4446287,29.58957,0.3486248,0.02021268,1.852223,-0.02653539,-0.5160491,-7.279356,15.13587,-0.004167581,-0.009939571,3.896714,3.013183,0.2270312,0.2256496,0.0925862,0.09226201,
24,0,unknown,13.91897,0.1716037,12.81333,13.37582,14.03556,1.222235,261.5358,497.5949,48.72219,13.17463,0.2849255,0.3044149,0.2792888,0.2907296,0.3129469,0.03365812,0.8071285,0.6848512,1.977244,2.002023,0.1210774,0.7653198,1.300269,0.7298215,-5.596882,-0.3174977,23.89188,1.67973,21.14618,0.1208737,634.3347,0.3023014,1337.073,0.163383,-143.6476,-0.5389014,1660.064,0.1495885,-145.0158,-0.5173113,2729.047,0.09876341,-146.3378,-0.5004987,-10.75533,-0.1531132,19.9197,0.1560479,-0.01674078,-1.037443,-0.006709517,-0.6565167,-11.91607,21.15553,-0.006437621,-0.005142468,1.851852,5.283019,0.04714286,0.02657296,0.1207143,0.09369131,
24,1,unknown,15.23023,0.2072703,13.31019,14.01139,15.81701,2.506821,366.7987,427.6562,50.81029,36.5836,0.2512559,0.4992448,0.2180534,0.2937929,0.3146036,0.09655023,2.012773,1.257243,2.871841,2.63079,0.07946439,0.4042244,1.198572,0.585355,-5.559057,-0.2680475,11.07198,1.784031,19.8408,0.1649919,745.6452,0.2166067,1258.685,0.1185614,-129.1983,-0.653694,1792.083,0.1092665,-131.8321,-0.6176178,2898.333,0.08409409,-133.1658,-0.5994869,-10.60372,-0.1577736,19.22767,0.1306031,-0.02131736,-0.6910722,-0.004450927,-0.821983,-17.67137,28.00022,-0.01668234,-0.001180224,3.061224,4.301075,0.0775,0.0147902,0.13,0.08306623,
24,2,unknown,15.35984,0.4880939,12.72225,13.47377,15.42409,2.701833,186.7854,237.5152,139.5284,145.7236,0.351009,0.4398475,0.2822179,0.3080293,0.3796824,0.09746447,3.517745,3.395797,2.024217,1.327705,0.1207211,1.284709,1.264181,0.8243061,-5.785029,-0.3696833,19.39491,1.810361,20.5316,0.2420523,731.3479,0.2953597,1263.901,0.1936855,-140.9398,-0.5695519,1779.896,0.1697338,-142.269,-0.5441563,2846.599,0.1085269,-142.8581,-0.5330349,-10.35658,-0.4041113,19.41398,0.2234996,-0.00676885,-3.107237,-0.00601697,-1.012847,-8.18876,16.76764,-0.002118534,-0.003317416,1.337793,4.576271,0.06148148,0.04971799,0.1472,0.1530103,
24,3,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0649482,2.184958,0.00159424,0.002094178,0.01236688,0.01077264,0.02055113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.14568,56.68019,0.006412191,0.009221762,0.0,0.0,0.0,0.0,0.16,0.0,
24,4,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06294079,1.448616,0.001945272,0.002537092,0.1817508,0.1798055,1.19698,0.08709233,3.046849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.74036,52.58554,0.003391073,0.007441856,3.846154,0.0,0.0,0.0,0.19,0.0,
24,5,unknown,25.94026,0.02657835,25.22679,25.87999,26.63309,1.406298,0.0,0.0,-0.2268724,0.0,0.4845752,1.169028,0.001945272,0.007858826,1.031038,1.029093,6.862041,0.294737,13.67273,0.0,0.1025612,0.01337182,5.189639,0.2326478,1.893158,0.9745251,-0.700116,-2.431246,20.49851,0.2402464,697.4713,0.5018597,825.5284,0.3659867,-151.7607,-0.5288697,1828.93,0.1740069,-149.3632,-0.5242668,2686.455,0.1076861,-149.7456,-0.5202406,-6.823645,-0.9241293,11.44259,0.6951135,0.01761301,1.372248,-0.01027701,-0.9046677,-35.44533,51.17941,0.004576869,0.008249612,2.941177,3.571429,0.07,0.0,0.19,0.0,
24,6,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001983266,0.2991162,0.001503287,0.001945272,0.002548638,0.001045351,0.03420961,0.002992515,0.04722622,0.04393967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.59507,55.09991,0.02300996,0.01142412,11.11111,0.0,0.0,0.0,0.12,0.0,
24,7,unknown,35.71995,0.01073096,35.37798,35.78438,36.0877,0.7097206,0.2231388,0.0,0.0,0.0,0.3969802,1.260216,0.001945272,0.00283292,1.072848,1.070903,5.396184,0.04529606,4.273874,0.0,0.0,0.0,0.0,0.0,-3.393416,-0.330652,17.77542,0.1421912,13.91831,0.01593276,960.2621,0.101993,1187.858,0.219799,-171.9341,-0.3312833,2014.656,0.05261215,-170.2766,-0.3553668,3056.58,0.04394776,-169.3694,-0.3670863,-32.57571,-0.352799,49.00733,0.2381071,-0.03583322,-0.3392447,0.005766762,0.6672607,-27.39729,39.92284,0.03390442,-0.0006165613,3.333333,4.0,0.03,0.0,0.095,0.045,
24,8,unknown,14.93965,0.118263,13.48143,13.63384,17.25806,3.776637,57.47782,0.0,-57.88574,0.0,0.1285842,0.9038539,0.001945272,0.1927003,0.2263833,0.224438,1.84218,0.7191547,1.656642,1.200056,0.07834227,0.5487335,2.332999,0.3812804,-6.30826,-0.2504719,51.51486,0.988467,19.91063,0.04671518,819.5007,0.1028615,1081.331,0.07310446,-148.7019,-0.5124594,1885.257,0.0711762,-149.7419,-0.4990453,2861.617,0.05942246,-149.9683,-0.4960153,-8.474118,-0.2566409,16.97056,0.1549273,-0.04305341,-0.2235454,-0.004463966,-0.777573,-28.5013,42.69842,-0.005797256,0.006181174,4.761905,5.555556,0.04,0.01,0.12,0.09,
24,9,unknown,23.16715,0.3270681,15.27801,24.52124,26.31285,11.03484,211.2908,221.2825,211.1048,257.4185,0.5645084,0.8250244,0.3276409,0.4415751,0.6307448,0.303104,18.38567,16.53258,15.73044,18.31137,0.08902968,1.696778,1.597113,0.6952655,-0.2466061,-19.86453,2.272481,8.323483,17.91286,0.5688025,565.697,0.4176704,1239.709,0.1853779,-89.64017,-1.004941,1655.772,0.1799426,-96.17297,-0.8606396,2688.395,0.1130441,-96.90184,-0.8474295,-13.42671,-0.4440571,21.1404,0.3544469,0.02123404,1.346339,-0.01564623,-0.553019,-8.169549,15.21452,0.002509856,-0.008491081,1.221001,3.982843,0.1361538,0.1328121,0.1035593,0.1089668,
25,0,unknown,23.75401,0.2034917,21.64961,25.43475,26.92163,5.272022,266.7195,343.9896,69.46741,73.81476,1.276816,0.7974845,0.2835077,1.037552,2.117464,1.833957,23.78323,14.00493,18.63086,10.7728,0.06321332,2.087148,1.740863,0.8663069,2.843968,1.792253,5.204123,3.595553,29.32246,0.2628415,519.6516,0.3973884,1278.813,0.1849808,-59.1729,-1.391302,1558.655,0.2056641,-70.03574,-1.070185,2692.309,0.1401875,-75.5713,-0.9440743,-17.592,-0.3895911,26.29403,0.2989587,0.03477098,1.038154,-0.02561127,-0.5185302,-7.990374,15.47213,0.0002256788,-0.008347209,3.633855,2.861098,0.2462903,0.2254475,0.09218182,0.09484323,
25,9,unknown,23.83821,0.2128696,20.55777,25.50577,27.04655,6.488777,160.7033,140.2538,60.87849,101.5404,1.3074,0.8527067,0.2827796,1.014431,2.183312,1.900533,24.60019,12.69051,19.41372,11.98773,0.05519007,1.988195,1.553433,0.8001089,2.624966,2.025947,5.100537,3.68722,29.41657,0.2905573,523.9644,0.3719951,1280.912,0.1539873,-60.76344,-1.356353,1569.92,0.1960209,-70.63858,-1.063331,2711.701,0.1413672,-76.55947,-0.931303,-17.179,-0.4101993,26.42203,0.3242349,0.03542843,1.100071,-0.02579536,-0.5218862,-8.766685,16.62494,-0.003821501,-0.009368437,3.203569,3.538023,0.194023,0.2231512,0.07891892,0.07219657,
26,0,unknown,30.63184,0.2504503,29.34447,32.52542,34.54989,5.205418,426.8541,583.1344,156.4879,200.9008,1.366117,0.662663,0.4507658,1.279147,2.128957,1.678192,21.95698,11.8234,17.20764,11.39483,0.05839181,1.897145,1.372959,0.9335106,5.296821,1.195417,7.027141,2.140477,29.88398,0.4313651,517.4611,0.3508657,1309.67,0.1863642,-82.26891,-1.102321,1540.33,0.1793735,-89.75133,-0.9051675,2677.473,0.1264965,-94.96766,-0.8077548,-16.16931,-0.534323,26.18881,0.4374246,0.05993536,0.6638362,-0.02530509,-0.4004524,-4.905416,11.52837,0.003780062,-0.008425533,3.766105,3.381402,0.1755882,0.1651058,0.1069841,0.1072104,
26,1,unknown,30.56981,0.2282857,28.91201,32.34697,34.43079,5.518778,249.0641,344.9371,294.9226,845.4651,1.371369,0.6178323,0.5260742,1.30562,2.082104,1.55603,20.24127,10.45433,16.82947,11.53045,0.06197478,1.807706,1.345671,0.9019268,5.521103,1.091108,6.12198,2.396995,30.21302,0.4761075,544.3882,0.3560816,1319.057,0.1812938,-85.939,-1.056132,1586.378,0.188995,-92.88381,-0.8780899,2728.216,0.1446069,-97.77467,-0.7930872,-17.00882,-0.4976636,26.92002,0.4132616,0.06152011,0.6297694,-0.02633257,-0.3918096,-4.879717,11.40008,0.006302098,-0.009099983,4.600607,3.094876,0.1877049,0.1910317,0.1171667,0.1221624,
26,2,unknown,31.08076,0.2118855,29.50574,32.98269,34.82112,5.315372,220.6978,279.1323,147.9308,241.8652,1.499498,0.6272307,0.5873868,1.383825,2.285961,1.698574,22.19456,11.21984,18.40135,12.65817,0.06532454,1.885482,1.382805,0.9228598,5.716235,1.079328,7.157599,1.113144,31.14435,0.3314793,555.277,0.3797889,1328.426,0.228398,-80.44596,-1.112015,1589.984,0.1850213,-87.47366,-0.9163134,2749.578,0.1401749,-92.79222,-0.8198015,-16.78737,-0.5002098,26.70889,0.4060696,0.06576541,0.6170552,-0.02548791,-0.4214648,-3.727353,9.818802,0.009393112,-0.008922532,4.522613,3.224181,0.1884375,0.1962078,0.1108621,0.1145197,
26,3,unknown,31.5626,0.195928,30.06179,32.9597,35.06936,5.007572,294.2309,324.1875,97.58641,115.3171,1.452419,0.6490918,0.5475451,1.325322,2.21895,1.671405,21.68704,11.08611,17.68466,10.75633,0.04880684,1.663771,1.345386,0.9482369,5.983599,0.9705197,6.971384,1.397493,30.61947,0.2946165,557.2771,0.3582208,1341.973,0.1922166,-85.36246,-1.062786,1565.446,0.179638,-91.08572,-0.9048896,2665.464,0.136143,-96.71645,-0.8032508,-16.55216,-0.495645,26.42657,0.4057938,0.06541348,0.5569295,-0.02681416,-0.3971853,-4.869138,11.25031,0.005467416,-0.008843991,4.34333,3.163901,0.1842623,0.1958291,0.1189474,0.1423695,
26,4,unknown,31.83217,0.1960705,30.63795,33.30599,35.14814,4.510193,464.1121,807.5488,117.8619,225.6684,1.484843,0.6616281,0.5216727,1.335042,2.362294,1.840622,22.56015,11.2172,19.38016,12.45974,0.05287021,1.932547,1.245959,0.9341723,6.194366,0.9471269,6.3026,1.431583,31.35136,0.2972795,549.2695,0.3579373,1333.734,0.19899,-85.90331,-1.067632,1551.266,0.1908663,-91.89265,-0.8955672,2734.808,0.1439378,-96.8471,-0.8051687,-17.20176,-0.5085334,26.52526,0.4223828,0.06593516,0.6399409,-0.02769856,-0.4055302,-3.908234,9.799173,0.007166747,-0.009080217,4.118874,2.822792,0.207963,0.1843244,0.1303846,0.1337759,
26,5,unknown,31.28304,0.2075707,30.67668,33.10048,34.50144,3.824757,402.0551,514.5436,105.6127,94.65466,1.327278,0.6225839,0.503065,1.232077,2.017418,1.514353,19.28361,10.19845,17.83925,11.32405,0.06095947,1.92219,1.343062,0.862985,6.094959,0.981656,5.862855,1.963421,30.25239,0.4385343,550.8889,0.3534934,1372.45,0.1818612,-74.53056,-1.17563,1564.288,0.1849044,-80.93041,-0.9698902,2687.637,0.1423779,-87.36135,-0.847419,-17.15208,-0.4831661,27.96342,0.3903189,0.05985425,0.6827119,-0.02638174,-0.3953879,-4.986948,11.33218,0.003249235,-0.009794598,4.574812,3.023758,0.2135714,0.1934778,0.1056863,0.1061862,
26,6,unknown,31.38244,0.1887365,30.74896,33.07114,34.80013,4.051163,427.3828,628.0624,67.71683,49.86732,1.47293,0.6214989,0.5525683,1.365238,2.195833,1.643264,21.49622,12.63123,20.05638,11.08733,0.05597199,2.184461,1.261103,0.9350417,6.668008,0.8523262,5.917015,2.151973,31.1325,0.3961174,553.7003,0.3567119,1345.539,0.1751097,-81.5969,-1.103661,1574.092,0.1833743,-87.3388,-0.9193889,2718.102,0.149751,-93.30855,-0.8130039,-17.63344,-0.4461089,28.12152,0.3613555,0.06011635,0.6671494,-0.02726575,-0.3881612,-4.607287,11.34617,0.005991437,-0.009312964,4.535752,3.104925,0.1963793,0.1745111,0.114717,0.1067461,
26,7,unknown,31.23412,0.1970122,30.41554,33.03163,35.22257,4.807028,243.487,343.8143,81.11092,82.94524,1.414855,0.6571313,0.5236694,1.242165,2.196145,1.672475,20.07236,10.24309,17.21625,10.88711,0.05629274,2.261288,1.249714,0.9637738,6.689711,0.8626027,6.118947,2.304675,31.04655,0.415402,537.8682,0.3541466,1343.811,0.183477,-81.66987,-1.110835,1540.698,0.1830715,-88.21611,-0.9254617,2677.629,0.1430634,-94.24472,-0.8186183,-17.57797,-0.4318562,28.76953,0.3562793,0.06134625,0.7110619,-0.02618289,-0.4303912,-4.496203,11.48644,0.004133012,-0.007859173,4.502618,2.628812,0.2308,0.2133058,0.1312245,0.1411416,
